filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight,newMp,newCp
./resource/gamelogic/set/breed/mp\rus\para_sl.set,rus,para_sl,0.4,vet_7,elite,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 105', '""bandage"" 5', '""grenade f1"" 2', '""grenade smoke"" 2', '""ru_roll""']",0.00075,0.001,0.0008,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.37000000000002,0.6437000000000002
./resource/gamelogic/set/breed/mp\rus\para_smg.set,rus,para_smg,0.4,vet_7,elite,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 105', '""bandage"" 5', '""grenade f1"" 2', '""rpg43 grenade"" 1', '""ru_roll""', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.37000000000002,0.6437000000000002
./resource/gamelogic/set/breed/mp\rus\para_smg2.set,rus,para_smg2,0.4,vet_7,elite,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 5', '""grenade f1"" 2', '""rpg43 grenade"" 1', '""ru_roll""', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.37000000000002,0.6437000000000002
./resource/gamelogic/set/breed/mp\rus\para_smg3.set,rus,para_smg3,0.4,vet_7,elite,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 105', '""bandage"" 5', '""grenade f1"" 2', '""rpg43 grenade"" 1', '""ru_roll""', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,64.37000000000002,0.6437000000000002
./resource/gamelogic/set/breed/mp\rus\radioman.set,rus,radioman,0.15,radioman,,0.1,0.1,0.0009,"['""ppsh"" filled', '""flaergun"" filled', '""ammo ppsh_mag"" 142', '""ammo flaer"" 50', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.006,0.002,0.001,0.001,1,0.002,0.005,0.02,0.001,39.14500000000002,0.39145
./resource/gamelogic/set/breed/mp\rus\radioman_mortar.set,rus,radioman_mortar,0.15,radioman,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""mortar_flaergun"" filled', '""ammo ppsh_mag"" 142', '""ammo mortar_flaer"" 5', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.005,0.02,0.001,38.74500000000002,0.38745
./resource/gamelogic/set/breed/mp\rus\rifle.set,rus,rifle,0.15,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.003,1,0.003,0.00075,0.00075,0.00075,36.570000000000014,0.3656999999999999
./resource/gamelogic/set/breed/mp\rus\rifle2.set,rus,rifle2,0.15,vet_2,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.003,1,0.003,0.0005,0.0005,0.0005,36.495,0.36495
./resource/gamelogic/set/breed/mp\rus\rifle2_41.set,rus,rifle2_41,0.15,vet_2,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.002,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\rifle3.set,rus,rifle3,0.15,vet_2,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.002,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\rifle_41.set,rus,rifle_41,0.15,vet_2,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.002,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\rifle_sa.set,rus,rifle_sa,0.15,vet_3,1,0.1,0.1,0.0009,"['""svt40"" filled', '""ammo svt40_mag"" 20', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 1', '""grenade molotov_coctail"" 0 1', '""sandbag_kit"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.001,0.003,1,0.002,0.00075,0.00075,0.00075,36.47000000000002,0.3646999999999999
./resource/gamelogic/set/breed/mp\rus\saper.set,rus,saper,0.15,saper,1,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 105', '""mine_detector""', '""dynamite"" 2', '""trench_spade""']",0.00085,0.001,0.0009,0.0,0.002,0.002,0.001,0.001,1,0.002,0.001,0.001,0.001,36.465000000000025,0.36465000000000003
./resource/gamelogic/set/breed/mp\rus\sapper_rifle1.set,rus,sapper_rifle1,0.15,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""mine antitank"" 6', '""sandbag_kit"" 1']",0.00085,0.001,0.0009,0.0,0.002,0.001,0.001,0.003,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_rifle2.set,rus,sapper_rifle2,0.15,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""mine antipersonnel"" 18', '""trench_spade"" 1', '""mine antipersonnel"" 4', '""sandbag_kit"" 1']",0.00085,0.001,0.0009,0.0,0.002,0.001,0.001,0.003,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_rifle3.set,rus,sapper_rifle3,0.15,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""mine_detector""', '""hedgehog_kit""', '""trench_spade"" 1', '""sandbag_kit"" 1']",0.00085,0.001,0.0009,0.0,0.002,0.001,0.001,0.003,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_rifle4.set,rus,sapper_rifle4,0.15,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""trench_spade"" 2', '""sandbag_kit"" 3']",0.00085,0.001,0.0009,0.0,0.002,0.001,0.001,0.003,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_sl.set,rus,sapper_sl,0.15,vet_3,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade smoke"" 2', '""sandbag_kit"" 2']",0.00085,0.001,0.0009,0.0,0.002,0.004,0.002,0.002,2,0.003,0.00075,0.00075,0.00075,36.89000000000002,0.36889999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_smg.set,rus,sapper_smg,0.15,vet_3,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""mine antipersonnel"" 16', '""grenade satchel"" 1', '""mine antipersonnel"" 4', '""grenade satchel"" 1']",0.00085,0.001,0.0009,0.0,0.002,0.003,0.001,0.001,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\sapper_smg2.set,rus,sapper_smg2,0.15,vet_3,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""grenade satchel"" 3', '""mine antitank"" 4', '""bandage"" 3', '""grenade f1"" 2', '""mine antitank"" 1']",0.00085,0.001,0.0009,0.0,0.002,0.003,0.001,0.001,2,0.002,0.00075,0.00075,0.00075,36.49000000000002,0.36489999999999995
./resource/gamelogic/set/breed/mp\rus\scout.set,rus,scout,0.35,scout,1,0.1,0.3,0.0009,"['""nagan_pb"" filled', '""ppsh"" filled', '""ammo ppsh_mag"" 142', '""ammo nagant_clip"" 21', '""bandage"" 5', '""grenade f1"" 4', '""smoke grenade"" 2', '""smoke_paradrop_ammo_heavy grenade"" 1', '""rg42x3 grenade"" 4', '""grenade molotov_coctail"" 2', '""dynamite"" 2', '""knife_rus"" 1', '""matchbox"" 1']",0.00095,0.001,0.001,0.0,0.004,0.004,0.004,0.004,4,0.004,0.003,0.008,0.002,78.68500000000002,0.78685
./resource/gamelogic/set/breed/mp\rus\shock_flame.set,rus,shock_flame,0.2,vet_4,1,0.1,0.1,0.0009,"['""flame_thrower""', '""balloon"" filled']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_mg.set,rus,shock_mg,0.2,vet_4,1,0.1,0.1,0.0009,"['""dp"" filling ""ammo dp27_mag"" 47', '""ammo dp27_mag"" 235', '""bandage"" 3', '""grenade f1"" 2', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.004,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_mg_asst.set,rus,shock_mg_asst,0.2,vet_4,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 141', '""bandage"" 3', '""grenade f1"" 2', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.004,0.004,2,0.003,0.001,0.001,0.001,42.245000000000005,0.42245000000000005
./resource/gamelogic/set/breed/mp\rus\shock_rifle.set,rus,shock_rifle,0.2,vet_4,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.002,0.004,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_sa.set,rus,shock_sa,0.2,vet_4,1,0.1,0.1,0.0009,"['""svt40"" filled', '""ammo svt40_mag"" 20', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.002,0.002,0.004,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_sl.set,rus,shock_sl,0.2,vet_4,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""ammo dp27_mag"" 47', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade smoke"" 2', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.004,3,0.004,0.001,0.001,0.001,42.445,0.42445000000000005
./resource/gamelogic/set/breed/mp\rus\shock_sl_smg.set,rus,shock_sl_smg,0.2,vet_4,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade smoke"" 2', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_smg.set,rus,shock_smg,0.2,vet_4,1,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_smg2.set,rus,shock_smg2,0.2,vet_4,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_smg3.set,rus,shock_smg3,0.2,vet_4,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\shock_smg_pzfst.set,rus,shock_smg_pzfst,0.2,vet_4,1,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 1', '""smoke grenade"" 1', '""ru_backpack_meshok2""', '""panzerfaust_60 weapon"" filled']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,42.04500000000001,0.42045000000000005
./resource/gamelogic/set/breed/mp\rus\smg.set,rus,smg,0.15,vet_3,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.003,0.001,0.001,1,0.003,0.00075,0.00075,0.00075,36.570000000000014,0.3656999999999999
./resource/gamelogic/set/breed/mp\rus\smg2.set,rus,smg2,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.003,0.001,0.001,1,0.003,0.0005,0.0005,0.0005,36.495,0.36495
./resource/gamelogic/set/breed/mp\rus\smg2_39.set,rus,smg2_39,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\smg2_40.set,rus,smg2_40,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\smg2_41.set,rus,smg2_41,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\smg2_43.set,rus,smg2_43,0.15,vet_3,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.003,0.001,0.001,1,0.003,0.00075,0.00075,0.00075,36.570000000000014,0.3656999999999999
./resource/gamelogic/set/breed/mp\rus\smg3.set,rus,smg3,0.25,vet_2,1,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 210', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.0005,0.0005,0.0005,46.894999999999996,0.46895
./resource/gamelogic/set/breed/mp\rus\smg4.set,rus,smg4,0.25,vet_4,1,0.1,0.1,0.0009,"['""ppsh41"" filled', '""ammo ppsh41_mag"" 210', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.003,0.004,0.002,0.002,2,0.003,0.001,0.001,0.001,47.04500000000001,0.47045
./resource/gamelogic/set/breed/mp\rus\smg_39.set,rus,smg_39,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\smg_40.set,rus,smg_40,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\smg_41.set,rus,smg_41,0.15,vet_2,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 1.5 0.5', '""grenade molotov_coctail"" 0 1', '""grenade rpg40"" 0 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,36.29500000000001,0.36295
./resource/gamelogic/set/breed/mp\rus\sniper.set,rus,sniper,0.35,sniper,1,0.1,0.1,0.001,"['""mosin_s"" filled', '""ammo mosin_clip"" 120', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_rus""']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.005,1,0.002,0.005,0.008,0.002,58.055000000000014,0.58055
./resource/gamelogic/set/breed/mp\rus\sniper2.set,rus,sniper2,0.35,sniper,1,0.1,0.1,0.001,"['""mosin_s"" filled', '""ammo mosin_clip"" 100', '""ammo mosin_clip fg"" 20', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_rus""']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.004,0.006,4,0.004,0.005,0.008,0.002,59.075,0.59075
./resource/gamelogic/set/breed/mp\rus\sniper3.set,rus,sniper3,0.35,sniper,1,0.1,0.1,0.001,"['""svt40_s"" filled', '""ammo svt40_mag"" 20', '""ammo mosin_clip"" 100', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_rus""']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.005,1,0.002,0.005,0.008,0.002,58.055000000000014,0.58055
./resource/gamelogic/set/breed/mp\rus\squadleader.set,rus,squadleader,0.2,vet_4,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.004,2,0.003,0.001,0.001,0.001,42.465,0.4246500000000001
./resource/gamelogic/set/breed/mp\rus\squadleader2.set,rus,squadleader2,0.2,vet_3,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.004,2,0.003,0.00075,0.00075,0.00075,42.39000000000001,0.4239
./resource/gamelogic/set/breed/mp\rus\squadleader2_39.set,rus,squadleader2_39,0.2,vet_3,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader2_40.set,rus,squadleader2_40,0.2,vet_3,1,0.1,0.1,0.0009,"['""ppd40"" filled', '""ammo ppd40_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader2_41.set,rus,squadleader2_41,0.2,vet_3,1,0.1,0.1,0.0009,"['""ppsh"" filled', '""ammo ppsh_mag"" 142', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader2_43.set,rus,squadleader2_43,0.2,vet_4,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.004,2,0.003,0.001,0.001,0.001,42.465,0.4246500000000001
./resource/gamelogic/set/breed/mp\rus\squadleader_39.set,rus,squadleader_39,0.2,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader_40.set,rus,squadleader_40,0.2,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader_41.set,rus,squadleader_41,0.2,vet_3,1,0.1,0.1,0.0009,"['""mosin"" filled', '""ammo mosin_clip"" 60', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.003,0.003,0.002,0.003,1,0.002,0.00075,0.00075,0.00075,41.890000000000015,0.4189
./resource/gamelogic/set/breed/mp\rus\squadleader_smg.set,rus,squadleader_smg,0.2,vet_4,1,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 3', '""grenade f1"" 2', '""grenade rpg40"" 1', '""smoke grenade"" 1']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.003,0.004,2,0.003,0.001,0.001,0.001,42.465,0.4246500000000001
./resource/gamelogic/set/breed/mp\rus\sturmovik.set,rus,sturmovik,0.35,vet_5,elite,0.1,0.1,0.0009,"['""pps43"" filled', '""ammo pps43_mag"" 210', '""bandage"" 5', '""grenade f1"" 2', '""rpg43 grenade""', '""smoke grenade""', '""jelet_mac_gop_dark""']",0.00095,0.001,0.001,0.0,0.005,0.006,0.005,0.005,4,0.005,0.00125,0.00125,0.00125,58.36000000000001,0.5835999999999999
./resource/gamelogic/set/breed/mp\rus\sturmovik2.set,rus,sturmovik2,0.35,vet_5,elite,0.1,0.1,0.0009,"['""dt"" filling ""ammo dt29_mag"" 60', '""ammo dt29_mag"" 240', '""bandage"" 5', '""grenade f1"" 2', '""rpg43 grenade"" 1', '""dynamite"" 1', '""jelet_mac_gop_dark""']",0.00095,0.001,0.001,0.0,0.005,0.005,0.006,0.005,4,0.005,0.00125,0.00125,0.00125,58.36000000000001,0.5835999999999999
./resource/gamelogic/set/breed/mp\rus\sturmovik2_39.set,rus,sturmovik2_39,0.35,vet_5,elite,0.1,0.1,0.0009,"['""dt"" filling ""ammo dt29_mag"" 60', '""ammo dt29_mag"" 240', '""bandage"" 5', '""grenade f1"" 2', '""molotov_coctail grenade"" 1', '""dynamite"" 1', '""jelet_mac_gop_dark""']",0.00095,0.001,0.001,0.0,0.005,0.005,0.006,0.005,4,0.005,0.00125,0.00125,0.00125,58.36000000000001,0.5835999999999999
./resource/gamelogic/set/breed/mp\rus\sturmovik2_40.set,rus,sturmovik2_40,0.35,vet_6,elite,0.1,0.1,0.0009,"['""dt"" filling ""ammo dt29_mag"" 60', '""ammo dt29_mag"" 240', '""bandage"" 5', '""grenade f1"" 2', '""rpg40 grenade"" 1', '""dynamite"" 1', '""jelet_mac_gop_dark""']",0.00095,0.001,0.001,0.0,0.005,0.005,0.006,0.005,4,0.005,0.0015,0.0015,0.0015,58.435,0.5843499999999998
